-181.361, 12.090, 7.010, 22.423
-181.361, 11.856, 7.029, 22.456
-181.360, 11.621, 7.050, 22.489
-181.360, 11.386, 7.070, 22.522
-181.359, 11.150, 7.090, 22.555
-181.359, 10.913, 7.110, 22.588
-181.358, 10.675, 7.131, 22.621
-181.358, 10.437, 7.151, 22.654
-181.357, 10.198, 7.172, 22.687
-181.357, 9.959, 7.192, 22.720
-181.356, 9.719, 7.213, 22.753
-181.356, 9.478, 7.234, 22.786
-181.355, 9.236, 7.255, 22.819
-181.354, 8.994, 7.276, 22.852
-181.354, 8.751, 7.297, 22.885
-181.353, 8.507, 7.318, 22.918
-181.353, 8.262, 7.340, 22.951
-181.352, 8.017, 7.361, 22.984
-181.352, 7.771, 7.383, 23.017
